seqid	target_full_name	entrez_id	ensembl_gene_id	gene_name	chromosome	gene_start	gene_end	strand	gene_biotype	genome_build	is_primary_chromosome	mhc	somascan_is_multiple	menu_v4_0	menu_v4_1	menu_v5_0	mapping_status	mapping_source	somascan_db_version	coordinate_source	coordinate_source_url
14088-38	Insulin-like growth factor-binding protein 6	3489	ENSG00000167779	IGFBP6	12	53097436	53102345	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14090-23	Differentially expressed in FDCP 6 homolog	50619	ENSG00000023892	DEF6	6	35297818	35321909	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14091-42	Carbonyl reductase [NADPH] 3	874	ENSG00000159231	CBR3	21	36135042	36146569	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14093-10	Fms-related tyrosine kinase 3 ligand	2323	ENSG00000090554	FLT3LG	19	49474150	49486233	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14094-29	Heparin-binding EGF-like growth factor	1839	ENSG00000113070	HBEGF	5	140332843	140346614	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14095-1	NKG2-D type II integral membrane protein	22914	ENSG00000213809	KLRK1	12	10371338	10391874	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14096-1	Lymphotoxin-alpha	4049	ENSG00000238130	LTA	HSCHR6_MHC_COX_CTG1	3049341	3051611	1	protein_coding	GRCh38	FALSE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14096-1	Lymphotoxin-alpha	4049	ENSG00000223919	LTA	HSCHR6_MHC_DBB_CTG1	2819785	2822057	1	protein_coding	GRCh38	FALSE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14096-1	Lymphotoxin-alpha	4049	ENSG00000226979	LTA	6	31572054	31574324	1	protein_coding	GRCh38	TRUE	TRUE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14096-1	Lymphotoxin-alpha	4049	ENSG00000230279	LTA	HSCHR6_MHC_SSTO_CTG1	2871334	2873604	1	protein_coding	GRCh38	FALSE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14096-1	Lymphotoxin-alpha	4049	ENSG00000231408	LTA	HSCHR6_MHC_MANN_CTG1	2877095	2879365	1	protein_coding	GRCh38	FALSE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14096-1	Lymphotoxin-alpha	4049	ENSG00000226275	LTA	HSCHR6_MHC_MCF_CTG1	2913950	2916222	1	protein_coding	GRCh38	FALSE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14096-1	Lymphotoxin-alpha	4049	ENSG00000173503	LTA	HSCHR6_MHC_QBL_CTG1	2827871	2830143	1	protein_coding	GRCh38	FALSE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14097-86	Carbohydrate sulfotransferase 15	51363	ENSG00000182022	CHST15	10	124006115	124093698	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14098-28	Cysteine--tRNA ligase, cytoplasmic	833	ENSG00000278191	CARS1	HSCHR11_1_CTG7	231984	288645	-1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14098-28	Cysteine--tRNA ligase, cytoplasmic	833	ENSG00000110619	CARS1	11	3000920	3057646	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14099-20	Proteasome subunit alpha type-4	5685	ENSG00000041357	PSMA4	15	78540089	78560795	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14100-63	Complement C1q subcomponent subunit C	714	ENSG00000159189	C1QC	1	22642558	22648122	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14101-2	Ciliary neurotrophic factor receptor subunit alpha	1271	ENSG00000122756	CNTFR	9	34551423	34593478	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14102-6	Granulysin	10578	ENSG00000115523	GNLY	2	85685175	85698854	1	protein_coding	GRCh38	TRUE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14103-12	Tryptase gamma	25823	ENSG00000116176	TPSG1	16	1221651	1225793	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14104-1	TLR4 interactor with leucine rich repeats:Cytoplasmic domain	9865	ENSG00000255690	TRIL	7	28953358	28958330	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14105-5	Kallistatin	5267	ENSG00000100665	SERPINA4	14	94561390	94570995	1	protein_coding	GRCh38	TRUE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14106-46	Rap1 GTPase-GDP dissociation stimulator 1	5910	ENSG00000138698	RAP1GDS1	4	98260922	98443866	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14107-1	5-formyltetrahydrofolate cyclo-ligase	10588	ENSG00000136371	MTHFS	15	79833585	79897379	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14108-15	Transforming growth factor beta-1	7040	ENSG00000105329	TGFB1	19	41288203	41353961	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14109-15	C-C motif chemokine 15	6359	ENSG00000275528	CCL15	HSCHR17_7_CTG4	231004	236612	-1	protein_coding	GRCh38	FALSE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14109-15	C-C motif chemokine 15	6359	ENSG00000275718	CCL15	17	35988463	36002119	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14110-200	SPARC	6678	ENSG00000113140	SPARC	5	151661096	151687352	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14111-15	Thrombospondin-2	7058	ENSG00000186340	THBS2	6	169215780	169254060	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14112-40	Tumor necrosis factor receptor superfamily member 19L	84957	ENSG00000054967	RELT	11	73376325	73397474	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14114-18	PILR alpha-associated neural protein	196500	ENSG00000139200	PIANP	12	6693791	6700859	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14115-34	Adrenomedullin	133	ENSG00000148926	ADM	11	10303008	10307397	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14116-129	Protein S100-A4	6275	ENSG00000196154	S100A4	1	153543613	153552135	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14120-2	E3 ubiquitin-protein ligase RNF43	54894	ENSG00000108375	RNF43	17	58353671	58417735	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14121-24	Tumor necrosis factor receptor superfamily member 10D	8793	ENSG00000173530	TNFRSF10D	8	23135588	23164030	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14122-132	E3 ubiquitin-protein ligase ZNRF3	84133	ENSG00000183579	ZNRF3	22	28883537	29057488	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14123-34	V-type immunoglobulin domain-containing suppressor of T-cell activation:Extracellular domain	64115	ENSG00000107738	VSIR	10	71747556	71773608	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14124-6	Ephrin-A2	1943	ENSG00000099617	EFNA2	19	1285873	1301431	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14125-5	Apolipoprotein M	55937	ENSG00000224290	APOM	HSCHR6_MHC_COX_CTG1	3129706	3135499	1	protein_coding	GRCh38	FALSE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14125-5	Apolipoprotein M	55937	ENSG00000227567	APOM	HSCHR6_MHC_DBB_CTG1	2900187	2905981	1	protein_coding	GRCh38	FALSE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14125-5	Apolipoprotein M	55937	ENSG00000235754	APOM	HSCHR6_MHC_SSTO_CTG1	2951694	2957487	1	protein_coding	GRCh38	FALSE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14125-5	Apolipoprotein M	55937	ENSG00000206409	APOM	HSCHR6_MHC_QBL_CTG1	2908235	2914028	1	protein_coding	GRCh38	FALSE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14125-5	Apolipoprotein M	55937	ENSG00000226215	APOM	HSCHR6_MHC_MCF_CTG1	2994288	3000082	1	protein_coding	GRCh38	FALSE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14125-5	Apolipoprotein M	55937	ENSG00000231974	APOM	HSCHR6_MHC_MANN_CTG1	2957462	2963256	1	protein_coding	GRCh38	FALSE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14125-5	Apolipoprotein M	55937	ENSG00000204444	APOM	6	31652416	31658214	1	protein_coding	GRCh38	TRUE	TRUE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14127-240	Interferon beta	3456	ENSG00000171855	IFNB1	9	21077104	21077942	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14128-121	Interferon alpha-10	3446	ENSG00000186803	IFNA10	9	21206181	21207143	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14129-1	Interferon alpha-7	3444	ENSG00000214042	IFNA7	9	21201469	21202205	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14131-37	Ephrin-B2:Extracellular domain	1948	ENSG00000125266	EFNB2	13	106489745	106535669	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14132-21	HERV-H LTR-associating protein 2	11148	ENSG00000114455	HHLA2	3	108295334	108379814	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14133-93	Interleukin-1 receptor type 2	7850	ENSG00000115590	IL1R2	2	101991798	102029084	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14134-49	Amphoterin-induced protein 2	347902	ENSG00000139211	AMIGO2	12	47075707	47080929	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14135-3	Relaxin receptor 1	59350	ENSG00000171509	RXFP1	4	158315311	158653372	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14136-234	Complement component C1q receptor	22918	ENSG00000125810	CD93	20	23065139	23086393	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14139-16	Neuregulin-4	145957	ENSG00000169752	NRG4	15	75935192	76059800	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14143-8	Histone H2B type 2-E	8349	ENSG00000184678	H2BC21	1	149884459	149886682	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14144-3	Histone H2A type 3	92815	ENSG00000284841	H2AC25	HG2002_PATCH	48178	49072	-1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14144-3	Histone H2A type 3	92815	ENSG00000181218	H2AC25	1	228434777	228457873	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14146-92	Histone H3.1	8350	ENSG00000275714	H3C1	6	26020451	26021487	1	protein_coding	GRCh38	TRUE	TRUE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14148-2	Ubiquitin-like protein ISG15	9636	ENSG00000187608	ISG15	1	1001138	1014540	1	protein_coding	GRCh38	TRUE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14149-9	Interleukin-36 beta	27177	ENSG00000136696	IL36B	2	113022089	113052867	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14150-7	Interleukin-36 alpha	27179	ENSG00000136694	IL36A	2	113005459	113008044	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14151-4	Ubiquitin-like protein ISG15	9636	ENSG00000187608	ISG15	1	1001138	1014540	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14153-8	Ephrin-A3	1944	ENSG00000143590	EFNA3	1	155078823	155087538	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14156-33	14-3-3 protein beta/alpha	7529	ENSG00000166913	YWHAB	20	44885676	44908715	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14157-21	14-3-3 protein epsilon	7531	ENSG00000274474	YWHAE	HSCHR17_2_CTG2	286301	342404	-1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14157-21	14-3-3 protein epsilon	7531	ENSG00000108953	YWHAE	17	1344275	1400326	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14158-17	Annexin A5	308	ENSG00000164111	ANXA5	4	121644102	121697330	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14175-78	SCP2 sterol-binding domain-containing protein 1	140856	ENSG00000132631	SCP2D1	20	18813783	18814378	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14178-18	Cyclin-dependent kinase inhibitor 3	1033	ENSG00000100526	CDKN3	14	54396849	54420221	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14186-13	E3 ubiquitin-protein ligase rififylin	117584	ENSG00000092871	RFFL	17	35005990	35089899	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14192-31	Phosducin-like protein 2	132954	ENSG00000163440	PDCL2	4	55556514	55592245	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14197-2	PR domain zinc finger protein 1	639	ENSG00000057657	PRDM1	6	105993463	106109939	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14203-3	Annexin A7	310	ENSG00000138279	ANXA7	10	73365027	73414731	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14204-55	Forkhead box protein J2	55810	ENSG00000065970	FOXJ2	12	8032674	8055522	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14205-6	Protein HEXIM2	124790	ENSG00000168517	HEXIM2	17	45160695	45170701	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14206-28	Amyloid beta A4 precursor protein-binding family B member 1:Phosphotyrosine Interaction Domain 2	322	ENSG00000166313	APBB1	11	6395111	6419515	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14208-3	Retinoid-binding protein 7	116362	ENSG00000162444	RBP7	1	9997050	10016022	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14216-35	Probable ATP-dependent RNA helicase DDX46	9879	ENSG00000145833	DDX46	5	134758771	134831121	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14226-120	S-methylmethionine--homocysteine S-methyltransferase BHMT2	23743	ENSG00000132840	BHMT2	5	79069542	79090084	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14227-21	Myosin light chain 6B	140465	ENSG00000196465	MYL6B	12	56151966	56159647	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14229-5	Adenylyltransferase and sulfurtransferase MOCS3	27304	ENSG00000124217	MOCS3	20	50958818	50963929	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14237-1	Internal Use Only: Heat shock 70 kDa protein 1A	3303	ENSG00000235941	HSPA1A	HSCHR6_MHC_APD_CTG1	3148086	3150568	1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14237-1	Internal Use Only: Heat shock 70 kDa protein 1A	3303	ENSG00000237724	HSPA1A	HSCHR6_MHC_COX_CTG1	3292715	3295197	1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14237-1	Internal Use Only: Heat shock 70 kDa protein 1A	3303	ENSG00000234475	HSPA1A	HSCHR6_MHC_DBB_CTG1	3063243	3065725	1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14237-1	Internal Use Only: Heat shock 70 kDa protein 1A	3303	ENSG00000204389	HSPA1A	6	31815543	31817994	1	protein_coding	GRCh38	TRUE	TRUE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14237-1	Internal Use Only: Heat shock 70 kDa protein 1A	3303	ENSG00000215328	HSPA1A	HSCHR6_MHC_QBL_CTG1	3071292	3073774	1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14245-195	Sorting nexin-7	51375	ENSG00000162627	SNX7	1	98661625	98777717	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14246-50	Docking protein 2	9046	ENSG00000147443	DOK2	8	21907461	21913960	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14249-68	Probable E3 ubiquitin-protein ligase MID2	11043	ENSG00000080561	MID2	X	107825730	107931637	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
14250-115	Bleomycin hydrolase	642	ENSG00000108578	BLMH	17	30248193	30292152	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
